"category","upc","brand","brand_filled","brand_source","pfx_brand_conf","pfx","product_descr","num_cartridges_f","nic_mg_per_ml_f","total_units","cum_unit_share","years"
"e-liquid (impute mL)","085001975288",NA,"PUUR VAPOR","prefix",0.964,"08500197","PUUR VAPOR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO FRUIT SHAKE 750 PUFFS BOX 1 COUNT","1",NA,2437,0.9941,"2021;2022;2023"
"e-liquid (impute mL)","088796901084","BLU","BLU","raw",1,"08879690","ELCT CGRTT LIQUID POD","1",NA,2421,0.9942,"2019;2020"
"e-liquid (impute mL)","088796900988","BLU","BLU","raw",1,"08879690","ELCT CGRTT LIQUID POD","1",NA,2355,0.9943,"2019;2020"
"e-liquid (impute mL)","081068701409","NJOY","NJOY","raw",1,"08106870","NJOY ONE JOY E-CG MN","1",NA,2327,0.9943,"2013;2014;2015;2016;2017;2019;2020"
"hardware/device (exclude)","084004821894",NA,"JUUL","prefix",1,"08400482","JUUL SMOKING ALTERNATIVE PRODUCT ELECTRONIC VAPOR DEVICE THE ALTERNATIVE FOR ADULT SMOK BOX 1 COUNT","1",NA,2323,0.9944,"2023"
"e-liquid (impute mL)","085001975260",NA,"PUUR VAPOR","prefix",0.964,"08500197","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ENERGY BULL MESH COIL BOX 1 COUNT","1",NA,2297,0.9944,"2022;2023"
"e-liquid (impute mL)","076746199123",NA,NA,"unknown",NA,"07674619","LOON MAXX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUE LIGHTNING BOOSTED FLAVOR BOX 1 COUNT","1",NA,2246,0.9945,"2023"
"e-liquid (impute mL)","072944053375","LOGIC","LOGIC","raw",1,"07294405","LOGIC E-CG REGULAR MN","1",NA,2245,0.9945,"2013;2014;2015;2016;2017"
"e-liquid (impute mL)","065875194366",NA,"BO VAPING","prefix",1,"06587519","ELCT CGRTT CARTRIDGE","1",NA,2187,0.9946,"2019;2020"
"hardware/device (exclude)","200077785698",NA,NA,"unknown",NA,"20007778","CTL BR ELCT CGRT LQD POD SMKN ALTR PRDC STRT KIT BOX 1 CT","1",NA,2182,0.9947,"2021;2022;2023"
"e-liquid (impute mL)","081990502794",NA,"GLAS","prefix",1,"08199050","ELCT CGRTT LIQUID POD","1",NA,2105,0.9947,"2019;2020"
"bare UPC (needs barcode lookup)","081190403395","SOCIAL","SOCIAL","raw",1,"08119040",NA,"1",NA,2099,0.9948,"2019;2020;2021;2022"
"e-liquid (impute mL)","081010830002",NA,"ZEO","prefix",1,"08101083","ZEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MENTHOL EVERGREEN BOX 1 COUNT","1",NA,2097,0.9948,"2023"
"e-liquid (impute mL)","002590017517","E SWISHER","E SWISHER","raw",0.713,"00259001","E SWISHER E-CG","1",NA,2076,0.9949,"2013;2014;2015;2016"
"e-liquid (impute mL)","068146700322","BLU","BLU","raw",1,"06814670","BLU CIGS E-CG","1",NA,2050,0.9949,"2013"
"e-liquid (impute mL)","065875194381",NA,"BO VAPING","prefix",1,"06587519","ELCT CGRTT CARTRIDGE","1",NA,2026,0.995,"2019;2020"
"e-liquid (impute mL)","697184747161","JUICY","JUICY","raw",0.937,"69718474","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MIXED BERRY ICE MESH COIL BOX 1 COUNT","1",NA,2026,0.995,"2023"
"e-liquid (impute mL)","081649401430","NICOTEK","NICOTEK","raw",0.999,"08164940","NBL-NCL E-CG LIQUID TOB","1",NA,2013,0.9951,"2014;2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","089961000241","CIGIREX","CIGIREX","raw",1,"08996100","CIGIREX E-CG REGULAR VO","1",NA,1999,0.9951,"2013;2014;2015"
"e-liquid (impute mL)","081505802306","LOGIC","LOGIC","raw",1,"08150580","LOGIC VAPELEAF ECV&C MN GREEN","1",NA,1984,0.9952,"2017;2018;2019"
"e-liquid (impute mL)","085001975268",NA,"PUUR VAPOR","prefix",0.964,"08500197","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO APPLE WATERMELON MESH COIL BOX 1 COUNT","1",NA,1944,0.9952,"2022;2023"
"e-liquid (impute mL)","085570400407","NEO","NEO","raw",0.768,"08557040","NEO E-CGC","1",NA,1884,0.9953,"2013;2014;2015;2016"
"e-liquid (impute mL)","084920500055","VUSE","VUSE","raw",1,"08492050","VUSE DVCC AST 2'S/BT&ECCR&L&T","2",NA,1882,0.9953,"2013;2014;2015;2018"
"e-liquid (impute mL)","081505802028","LOGIC","LOGIC","raw",1,"08150580","LOGIC E-CGC TOB","3",NA,1862,0.9954,"2015;2016"
"e-liquid (impute mL)","036586037194","VAPIN PLUS","VAPIN PLUS","raw",0.949,"03658603","VPLS E-CG LIQUID GRAPE","1",NA,1859,0.9954,"2017;2018;2019;2020"
"e-liquid (impute mL)","085965400214","BLU","BLU","raw",1,"08596540","BL-EGS E-CGCM M-M RFL","5",NA,1859,0.9955,"2013;2014;2015;2016;2017;2018"
"e-liquid (impute mL)","085001975267",NA,"PUUR VAPOR","prefix",0.964,"08500197","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO APPLE WATERMELON MESH COIL BOX 1 COUNT","1",NA,1842,0.9955,"2022;2023"
"e-liquid (impute mL)","081068701413","NJOY","NJOY","raw",1,"08106870","NJOY ONE JOY E-CG MN","1",NA,1837,0.9955,"2013;2014;2015;2016;2017;2018;2019"
"e-liquid (impute mL)","009710000102","MARKTEN","MARKTEN","raw",1,"00971000","MARKTEN E-CGC","4",NA,1822,0.9956,"2013;2014;2015;2016"
"e-liquid (impute mL)","081505802032","LOGIC","LOGIC","raw",1,"08150580","LP ECGLC PLATINUM TOB","3",NA,1799,0.9956,"2015;2016"
"e-liquid (impute mL)","009710000101","MARKTEN","MARKTEN","raw",1,"00971000","MARKTEN E-CG","1",NA,1784,0.9957,"2013;2014;2015;2016"
"e-liquid (impute mL)","002145805007","CLEAN CIG","CLEAN CIG","raw",1,"00214580","CLN-CG E-CGA REGULAR","5",NA,1729,0.9957,"2018;2019;2020;2021"
"e-liquid (impute mL)","084866604112","FINITI","FINITI","raw",1,"08486660","FIN ECGVT CHERRY","1",NA,1720,0.9958,"2015;2016;2017;2018"
"e-liquid (impute mL)","081002599209",NA,"IGNITE","prefix",1,"08100259","IGNITE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TOBACCO BOX 1 COUNT","1",NA,1660,0.9958,"2022;2023"
"e-liquid (impute mL)","085143800734","JAK","JAK","raw",0.983,"08514380","JAK SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE MENTHOL 800 PUFFS TUBE 1 COUNT","1",NA,1624,0.9959,"2018;2019;2020;2021;2022"
"e-liquid (impute mL)","085005158211",NA,NA,"unknown",NA,"08500515","RIZN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY WATERMELON BOX 1 COUNT","1",NA,1598,0.9959,"2023"
"e-liquid (impute mL)","081990502870","GLAS","GLAS","raw",1,"08199050","GLAS SMOKING ALTERNATIVE PRODUCT BANDED 3 COUNT","3",NA,1594,0.9959,"2020;2021;2022;2023"
"e-liquid (impute mL)","081009691187",NA,NA,"unknown",NA,"08100969","JUICE HEAD SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO RASPBERRY LEMONADE JUICE HEAD BOX 1 COUNT","1",NA,1592,0.996,"2023"
"e-liquid (impute mL)","002145801050","CLEAN CIG","CLEAN CIG","raw",1,"00214580","CLN-CG E-CGA REGULAR","5",NA,1578,0.996,"2018;2019;2020;2021"
"e-liquid (impute mL)","081505802307","LOGIC","LOGIC","raw",1,"08150580","LOGIC VAPELEAF ECV&C MN PURPLE","1",NA,1572,0.9961,"2017;2018"
"e-liquid (impute mL)","081068701240","NJOY","NJOY","raw",1,"08106870","NJOY E-CGC NO RFL","5",NA,1543,0.9961,"2013;2014;2015;2016;2017;2018;2021"
"e-liquid (impute mL)","081505802029","LOGIC","LOGIC","raw",1,"08150580","LOGIC E-CGC MN","3",NA,1536,0.9961,"2015;2016;2017"
"e-liquid (impute mL)","081649401440","NICOTEK","NICOTEK","raw",0.999,"08164940","NBL-NCL E-CG LIQUID TOB","1",NA,1459,0.9962,"2014;2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","081505802020","LOGIC","LOGIC","raw",1,"08150580","LP ECGLC TOB","3",NA,1454,0.9962,"2015;2016"
"e-liquid (impute mL)","001396427294","SMART SMOKE","SMART SMOKE","raw",1,"00139642","SMART SMOKE E-CG MN","10",NA,1429,0.9962,"2013;2014;2015;2016;2017"
"e-liquid (impute mL)","078779031501",NA,"SWITCH MODS","prefix",1,"07877903","SWITCH MODS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MINT BOX 1 COUNT","1",NA,1427,0.9963,"2021;2022;2023"
"e-liquid (impute mL)","069582599990","SAVAGE","SAVAGE","raw",1,"06958259","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO WATERMELON ICED MESH COIL BOX 1 COUNT","1",NA,1400,0.9963,"2023"
"e-liquid (impute mL)","002145801025","CLEAN CIG","CLEAN CIG","raw",1,"00214580","CLN-CG E-CGA REGULAR","5",NA,1373,0.9964,"2018;2019;2020"
"bare UPC (needs barcode lookup)","085001754883",NA,NA,"unknown",NA,"08500175",NA,"1",NA,1366,0.9964,"2022"
"e-liquid (impute mL)","081002599212",NA,"IGNITE","prefix",1,"08100259","IGNITE SMOKING ALTERNATIVE PRODUCT BLOOD ORANGE 1 COUNT","1",NA,1362,0.9964,"2022;2023"
"bare UPC (needs barcode lookup)","081190403396",NA,"SOCIAL","prefix",1,"08119040",NA,NA,NA,1358,0.9965,"2019;2020"
"bare UPC (needs barcode lookup)","081102002396",NA,"IMPERIAL","prefix",1,"08110200",NA,NA,NA,1352,0.9965,"2018;2019;2020"
"e-liquid (impute mL)","074598554858",NA,NA,"unknown",NA,"07459855","STAGBAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TIGER BLOOD MESH COIL BOX 1 COUNT","1",NA,1328,0.9965,"2023"
"bare UPC (needs barcode lookup)","081190403394",NA,"SOCIAL","prefix",1,"08119040",NA,NA,NA,1327,0.9966,"2019;2020"
"bare UPC (needs barcode lookup)","081102002403",NA,"IMPERIAL","prefix",1,"08110200",NA,NA,NA,1319,0.9966,"2018;2019;2020"
"bare UPC (needs barcode lookup)","081102002395",NA,"IMPERIAL","prefix",1,"08110200",NA,NA,NA,1308,0.9966,"2018;2019;2020"
"e-liquid (impute mL)","081649401433","NICOTEK","NICOTEK","raw",0.999,"08164940","NBL-NCL E-CG LIQUID WM","1",NA,1306,0.9967,"2014;2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","085965400223","BLU","BLU","raw",1,"08596540","BL-EGS E-CGCM C-C RFL","5",NA,1301,0.9967,"2013;2014;2015;2016"
"bare UPC (needs barcode lookup)","081102002394",NA,"IMPERIAL","prefix",1,"08110200",NA,NA,NA,1290,0.9967,"2018;2019;2020"
"e-liquid (impute mL)","085682400211","ECO-CIGS","ECO-CIGS","raw",1,"08568240","ECO-CIGS E-CG TF","1",NA,1285,0.9968,"2013;2014;2015;2016;2017;2018"
"e-liquid (impute mL)","081505802033","LOGIC","LOGIC","raw",1,"08150580","LP ECGLC PLATINUM MN","3",NA,1265,0.9968,"2015;2016;2017"
"e-liquid (impute mL)","085005158206",NA,NA,"unknown",NA,"08500515","RIZN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUE RASPBERRY LEMONADE BOX 1 COUNT","1",NA,1243,0.9968,"2023"
"e-liquid (impute mL)","085682400216","ECO-CIGS","ECO-CIGS","raw",1,"08568240","ECO-CIGS E-CGCM TF","3",NA,1243,0.9968,"2013;2014;2015;2016;2017"
"e-liquid (impute mL)","085410000331","BLU","BLU","raw",0.999,"08541000","BL-EGS E-CGCM VV RFL","5",NA,1236,0.9969,"2013;2014;2015;2016"
"bare UPC (needs barcode lookup)","081102002393",NA,"IMPERIAL","prefix",1,"08110200",NA,NA,NA,1231,0.9969,"2018;2019;2020"
"hardware/device (exclude)","081990502831","GLAS","GLAS","raw",1,"08199050","GLAS SMOKING ALTERNATIVE PRODUCT STARTER KIT TRAY 3 COUNT","3",NA,1226,0.9969,"2020;2021;2022;2023"
"bare UPC (needs barcode lookup)","085002678419",NA,NA,"unknown",NA,"08500267",NA,"1",NA,1217,0.997,"2022"
"e-liquid (impute mL)","068808300400",NA,NA,"unknown",NA,"06880830","WHISL SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TO FOCUS ON THE TASK AT HAND BOX 2 COUNT","2",NA,1196,0.997,"2021"
"e-liquid (impute mL)","081505802021","LOGIC","LOGIC","raw",1,"08150580","LP ECGLC MN","3",NA,1193,0.997,"2015;2016;2017;2018"
"hardware/device (exclude)","065875194396","BO VAPING","BO VAPING","raw",1,"06587519","ELCT VAPOR DEVICE","1",NA,1190,0.9971,"2019;2020;2021;2022;2023"
"e-liquid (impute mL)","065875194371","BO VAPING","BO VAPING","raw",1,"06587519","ELCT CGRTT CARTRIDGE","1",NA,1181,0.9971,"2019;2020;2021;2022;2023"
"e-liquid (impute mL)","084851100000","INTELLICIG","INTELLICIG","raw",1,"08485110","INTELLICIG E-CG","1",NA,1160,0.9971,"2013;2014"
"e-liquid (impute mL)","065747797270","SAVAGE","SAVAGE","raw",1,"06574779","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINEAPPLE COCONUT MESH COIL BOX 1 COUNT","1",NA,1158,0.9971,"2023"
"bare UPC (needs barcode lookup)","081102002401",NA,"IMPERIAL","prefix",1,"08110200",NA,NA,NA,1157,0.9972,"2018;2019;2020"
"e-liquid (impute mL)","081505802031","LOGIC","LOGIC","raw",1,"08150580","LOGIC E-CGC MN","3",NA,1145,0.9972,"2015;2016"
"bare UPC (needs barcode lookup)","081102002402",NA,"IMPERIAL","prefix",1,"08110200",NA,NA,NA,1101,0.9972,"2018;2019;2020"
"e-liquid (impute mL)","036586038130","21ST CENTURY SMOKE","21ST CENTURY SMOKE","raw",0.949,"03658603","21SCS E-CG MN","1",NA,1074,0.9973,"2013;2014;2015;2018"
"e-liquid (impute mL)","081649401432","NICOTEK","NICOTEK","raw",0.999,"08164940","NL-NBL E-CG LIQUID CHERRY","1",NA,1063,0.9973,"2014;2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","081821401003","GREEN SMOKE","GREEN SMOKE","raw",1,"08182140","GREEN SMOKE E-CG A-T","2",NA,1059,0.9973,"2013;2014;2015"
"e-liquid (impute mL)","085609000300","ISMOK","ISMOK","raw",1,"08560900","ISMOK E-CG CT","1",NA,1045,0.9973,"2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023"
"e-liquid (impute mL)","085682400215","ECO-CIGS","ECO-CIGS","raw",1,"08568240","ECO-CIGS E-CG MN","3",NA,1033,0.9974,"2013;2014;2015;2016;2018"
"e-liquid (impute mL)","081649401441","NICOTEK","NICOTEK","raw",0.999,"08164940","NL-NBL E-CG LIQUID MN","1",NA,1013,0.9974,"2014;2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","081649401434","NICOTEK","NICOTEK","raw",0.999,"08164940","NL-NBL E-CG LIQUID GRAPE","1",NA,1008,0.9974,"2014;2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","089961000242","CIGIREX","CIGIREX","raw",1,"08996100","CIGIREX E-CG MN OLS","1",NA,1003,0.9974,"2013;2014"
"e-liquid (impute mL)","085005158208",NA,NA,"unknown",NA,"08500515","RIZN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PEACH BLUE RASPBERRY BOX 1 COUNT","1",NA,991,0.9975,"2023"
"e-liquid (impute mL)","009710000103","MARKTEN","MARKTEN","raw",1,"00971000","MARKTEN E-CG MN","1",NA,988,0.9975,"2013;2014;2015"
"bare UPC (needs barcode lookup)","081649401455",NA,"NICOTEK","prefix",0.999,"08164940",NA,NA,NA,969,0.9975,"2014;2015;2016;2017;2018;2019"
"e-liquid (impute mL)","065747795989","SAVAGE","SAVAGE","raw",1,"06574779","SAVAGE SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWRAZZ MESH COIL BOX 1 COUNT","1",NA,963,0.9975,"2023"
"e-liquid (impute mL)","009710000104","MARKTEN","MARKTEN","raw",1,"00971000","MARKTEN E-CGC MN","4",NA,949,0.9976,"2013;2014;2015"
"e-liquid (impute mL)","081649401442","NICOTEK","NICOTEK","raw",0.999,"08164940","NL-NBL E-CG LIQUID CHERRY","1",NA,935,0.9976,"2014;2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","084920500777","VUSE","VUSE","raw",1,"08492050","VUSE VIBE SMOKING ALTERNATIVE PRODUCT MOLDED TRAY IN BOX 1 COUNT","1",NA,935,0.9976,"2021;2022"
"bare UPC (needs barcode lookup)","081649401454",NA,"NICOTEK","prefix",0.999,"08164940",NA,NA,NA,921,0.9976,"2014;2015;2016;2017;2018;2019"
"e-liquid (impute mL)","001396427293","SMART SMOKE","SMART SMOKE","raw",1,"00139642","SMART SMOKE E-CG COFFEE","2",NA,914,0.9977,"2013;2014;2015;2016;2017;2018"
"e-liquid (impute mL)","065875194356","BO VAPING","BO VAPING","raw",1,"06587519","ELCT CGRTT CARTRIDGE","1",NA,909,0.9977,"2019;2020;2021"
"e-liquid (impute mL)","081649401444","NICOTEK","NICOTEK","raw",0.999,"08164940","NBL-NCL E-CG LIQUID GRAPE","1",NA,892,0.9977,"2014;2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","076746199268",NA,NA,"unknown",NA,"07674619","LOON AIR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO GRAPE MESH COIL BOX 1 COUNT","1",NA,856,0.9977,"2023"
"e-liquid (impute mL)","084043916103","ZIG-ZAG","ZIG-ZAG","raw",0.999,"08404391","ZIG-ZAG E-CG LIQUID MN","1",NA,851,0.9978,"2015;2016;2017;2018;2019;2020"
"bare UPC (needs barcode lookup)","081649401453",NA,"NICOTEK","prefix",0.999,"08164940",NA,NA,NA,836,0.9978,"2014;2015;2017;2018;2019"
"bare UPC (needs barcode lookup)","081068701483",NA,"NJOY","prefix",1,"08106870",NA,NA,NA,834,0.9978,"2020"
"e-liquid (impute mL)","085003554338",NA,NA,"unknown",NA,"08500355","FIFTY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUE RAZZLE ICE BOX 1 COUNT","1",NA,825,0.9978,"2023"
"e-liquid (impute mL)","085005158209",NA,NA,"unknown",NA,"08500515","RIZN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY LIME CRANBERRY BOX 1 COUNT","1",NA,819,0.9978,"2023"
"bare UPC (needs barcode lookup)","070471534527",NA,NA,"unknown",NA,"07047153",NA,NA,NA,815,0.9979,"2020"
"e-liquid (impute mL)","081102002186","IMPERIAL","IMPERIAL","raw",1,"08110200","IMPRL HK E-CG LIQUID P-MNG","1",NA,813,0.9979,"2018;2019;2020"
"e-liquid (impute mL)","085005158207",NA,NA,"unknown",NA,"08500515","RIZN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MIXED BERRIES BOX 1 COUNT","1",NA,812,0.9979,"2023"
"e-liquid (impute mL)","065875194361",NA,"BO VAPING","prefix",1,"06587519","ELCT CGRTT CARTRIDGE","1",NA,810,0.9979,"2019;2020"
"bare UPC (needs barcode lookup)","003760401203",NA,NA,"unknown",NA,"00376040",NA,NA,NA,806,0.9979,"2013;2014;2015;2018;2019;2020"
"e-liquid (impute mL)","084934900227","V2 CIGS","V2 CIGS","raw",1,"08493490","V2 CIGS E-CG MN","1",NA,802,0.998,"2014;2015;2016;2017;2018;2019;2020;2021"
"e-liquid (impute mL)","076746199275",NA,NA,"unknown",NA,"07674619","LOON AIR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO FANTASNE MESH COIL BOX 1 COUNT","1",NA,770,0.998,"2023"
"e-liquid (impute mL)","081102002184","IMPERIAL","IMPERIAL","raw",1,"08110200","IMPRL HK E-CG LIQUID PINEAPPLE","1",NA,761,0.998,"2018;2019;2020"
"e-liquid (impute mL)","081102002217","IMPERIAL","IMPERIAL","raw",1,"08110200","IMPRL HK E-CG LIQUID 3D APPLE","1",NA,750,0.998,"2018;2019"
"bare UPC (needs barcode lookup)","081649401465",NA,"NICOTEK","prefix",0.999,"08164940",NA,NA,NA,744,0.998,"2014;2015;2017;2018;2019"
"e-liquid (impute mL)","081102002195","IMPERIAL","IMPERIAL","raw",1,"08110200","IMPRL HK E-CG LIQUID J-JC","1",NA,726,0.9981,"2018;2019"
"e-liquid (impute mL)","085003554343",NA,NA,"unknown",NA,"08500355","FIFTY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO JUICY MANGO MELON ICE BOX 1 COUNT","1",NA,725,0.9981,"2023"
"e-liquid (impute mL)","081102002170","IMPERIAL","IMPERIAL","raw",1,"08110200","IMP-SMOKE E-CG LIQUID MN","1",NA,699,0.9981,"2018;2019"
"e-liquid (impute mL)","002590017500","E SWISHER","E SWISHER","raw",0.713,"00259001","E SWISHER E-CGAC","1",NA,698,0.9981,"2013;2014;2015;2016;2018"
"e-liquid (impute mL)","036586037182","VAPIN PLUS","VAPIN PLUS","raw",0.949,"03658603","VPLS E-CG LIQUID APPLE","1",NA,668,0.9981,"2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","081821401001","GREEN SMOKE","GREEN SMOKE","raw",1,"08182140","GS-VP E-CG A-T","1",NA,666,0.9981,"2013;2014;2015"
"bare UPC (needs barcode lookup)","061772491452",NA,"SQUARE","prefix",1,"06177249",NA,NA,NA,654,0.9982,"2015;2016;2017;2018"
"bare UPC (needs barcode lookup)","081649401456",NA,"NICOTEK","prefix",0.999,"08164940",NA,NA,NA,645,0.9982,"2014;2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","085003554344",NA,NA,"unknown",NA,"08500355","FIFTY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ALOE GRAPPLE WATERMELON BOX 1 COUNT","1",NA,637,0.9982,"2023"
"e-liquid (impute mL)","085570400408","NEO","NEO","raw",0.768,"08557040","NEO E-CG MN","1",NA,636,0.9982,"2014;2015;2016"
"bare UPC (needs barcode lookup)","002012632802",NA,"MISTIC","prefix",1,"00201263",NA,NA,NA,631,0.9982,"2013;2014;2015;2016"
"e-liquid (impute mL)","085005158210",NA,NA,"unknown",NA,"08500515","RIZN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO SUPER SOUR BOX 1 COUNT","1",NA,631,0.9982,"2023"
"e-liquid (impute mL)","081649401448","NICOTEK","NICOTEK","raw",0.999,"08164940","NL-NBL E-CG LIQUID KIWI","1",NA,627,0.9983,"2014;2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","081102002166","IMPERIAL","IMPERIAL","raw",1,"08110200","IMP-SMOKE E-CG LIQUID MN","1",NA,626,0.9983,"2018;2019"
"e-liquid (impute mL)","081102002165","IMPERIAL","IMPERIAL","raw",1,"08110200","IMP-SMOKE E-CG LIQUID TOB LEAF","1",NA,625,0.9983,"2018;2019;2020"
"e-liquid (impute mL)","085609000332","ISMOK","ISMOK","raw",1,"08560900","ISMOK E-CG CT RFL/ECC=","5",NA,619,0.9983,"2013;2014;2015;2016;2018;2019"
"e-liquid (impute mL)","081102002210","IMPERIAL","IMPERIAL","raw",1,"08110200","IMPRL HK E-CG LIQUID B-B","1",NA,613,0.9983,"2018;2019;2020"
"e-liquid (impute mL)","081649401437","NICOTEK","NICOTEK","raw",0.999,"08164940","NL-NBL E-CG LIQUID VANILLA","1",NA,613,0.9983,"2014;2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","061737594344","SQUARE","SQUARE","raw",1,"06173759","SQUARE SMOKING ALTERNATIVE PRODUCT LIQUID VAPORIZER PEN ORIGINAL RED 1000 PUFFS BOX 1 COUNT","1",NA,608,0.9983,"2021;2022"
"e-liquid (impute mL)","085609000315","ISMOK","ISMOK","raw",1,"08560900","ISMOK E-CGC CT","3",NA,608,0.9984,"2013;2014;2015;2016;2017;2018;2019"
"e-liquid (impute mL)","076746199117",NA,NA,"unknown",NA,"07674619","LOON MAXX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO H2O BOX 1 COUNT","1",NA,605,0.9984,"2023"
"e-liquid (impute mL)","061772451137","SQUARE","SQUARE","raw",1,"06177245","SQ-DR E-CG LIQUID LOVE ME","1",NA,601,0.9984,"2015;2016;2017;2018"
"e-liquid (impute mL)","081102002171","IMPERIAL","IMPERIAL","raw",1,"08110200","IMP-SMOKE E-CG LIQUID TOB LEAF","1",NA,601,0.9984,"2018;2019"
"e-liquid (impute mL)","081505802046","LOGIC","LOGIC","raw",1,"08150580","LOGIC POWER E-CG CHERRY","1",NA,598,0.9984,"2016;2017;2018;2019"
"e-liquid (impute mL)","081821401004","GREEN SMOKE","GREEN SMOKE","raw",1,"08182140","GREEN SMOKE E-CG M-I","2",NA,596,0.9984,"2013;2014;2015;2016"
"e-liquid (impute mL)","085570400814","HAUS","HAUS","raw",0.768,"08557040","HAUS ECTA","1",NA,596,0.9985,"2014;2015;2016;2017;2018;2019"
"e-liquid (impute mL)","081102002176","IMPERIAL","IMPERIAL","raw",1,"08110200","IMPRL HK E-CG LIQUID S-FL","1",NA,575,0.9985,"2018;2019"
"e-liquid (impute mL)","061772451152","SQUARE","SQUARE","raw",1,"06177245","SQ-DR E-CG LIQUID NBG","1",NA,574,0.9985,"2015;2016;2017;2018"
"e-liquid (impute mL)","081821401002","GREEN SMOKE","GREEN SMOKE","raw",1,"08182140","GS-VP E-CG M-I","1",NA,574,0.9985,"2013;2014"
"e-liquid (impute mL)","084043916100","ZIG-ZAG","ZIG-ZAG","raw",0.999,"08404391","ZIG-ZAG E-CG LIQUID TRDNL","1",NA,574,0.9985,"2014;2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","081649401445","FAZE","FAZE","raw",0.999,"08164940","FAZE E-CG LIQUID APPLE","1",NA,573,0.9985,"2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","061772451170","SQUARE","SQUARE","raw",1,"06177245","SQ-DR E-CG LIQUID OST","1",NA,569,0.9985,"2015;2016;2017;2018"
"e-liquid (impute mL)","076746199119",NA,NA,"unknown",NA,"07674619","LOON MAXX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO CLEAR BOX 1 COUNT","1",NA,564,0.9986,"2023"
"e-liquid (impute mL)","081649401438","NICOTEK","NICOTEK","raw",0.999,"08164940","NL-NBL E-CG LIQUID KIWI","1",NA,562,0.9986,"2014;2015;2016;2017;2018;2019;2020"
"e-liquid (impute mL)","081649401435","NICOTEK","NICOTEK","raw",0.999,"08164940","NL-NBL E-CG LIQUID APPLE","1",NA,561,0.9986,"2015;2016;2017;2018;2019;2020"
"bare UPC (needs barcode lookup)","085001754805",NA,NA,"unknown",NA,"08500175",NA,"1",NA,551,0.9986,"2022"
